title,tags
Easy A,"comedi lie high school school teen movi rumor after a littl white lie about lose her virgin get out, a clean cut high school girl see her life parallel hester prynne' in ""the scarlet letter,"" which she is current studi in school - until she decid to use the rumor mill to advanc her social and financi standing. will gluck emma stone amanda byne penn badgley stanley tucci"
Eat Pray Love,"drama indonesia femal protagonist india divorc bali liz gilbert had everyth a modern woman is suppos to dream of have – a husband, a hous and a success career – yet like so mani others, she found herself lost, confus and search for what she realli want in life. newli divorc and at a crossroads, gilbert step out of her comfort zone, risk everyth to chang her life, embark on a journey around the world that becom a quest for self-discovery. in her travels, she discov the true pleasur of nourish by eat in italy, the power of prayer in india and, final and unexpectedly, the inner peac and balanc of true love in bali. ryan murphi julia robert jame franco javier bardem billi crudup"
Howl,"drama poetri literatur freedom homosexu independ film psychiatr hospit counter-cultur it' san francisco in 1957, and an american masterpiec is put on trial. howl, the film, recount thi dark moment use three interwoven threads: the tumultu life event that led a young allen ginsberg to find hi true voic as an artist, society' reaction (the obscen trial), and mind-expand anim that echo the startl origin of the poem itself. all three coalesc in a genre-bend hybrid that brilliantli captur a pivot moment-th birth of a counterculture. rob epstein jeffrey friedman jame franco jon hamm mary-louis parker treat william"
Camp Hell,"horror thriller at the end of everi summer, the children of a christian commun from a suburb of new jersey attend camp hope. they travel deep into the wood far from ani distract the world provides. here, the children are taught the way of the lord, the peril of the flesh, and the horror of the devil. a charismat priest lead them in their training. but, he unknowingli ha brought someth with him, someth evil. what wa suppos to be a safe place, a spiritu retreat ha now turn into a nightmar that not even faith can end. georg vanbuskirk jess eisenberg spencer treat clark joseph vincent cordaro kennan budnik"
Blue Gold: World Water Wars,"documentari climat polit intern organ war of the futur will be fought over water as they are over oil today, as the sourc of human surviv enter the global marketplac and polit arena. corpor giants, privat investors, and corrupt govern vie for control of our dwindl supply, prompt protests, lawsuits, and revolut from citizen fight for the right to survive. sam bozzo"
Senseless,"action adventur drama foreign horror thriller elliott gast (jason behr) is quickli climb the corpor ladder of intern commerce, negoti deal to gener larg fortun for giant corporations. hi success make him the target for polit extremist who kidnap him and broadcast hi imprison and mutil over the internet as macabr realiti show and fundraiser. simon hynd jason behr emma catherwood joe ferrara sean o'kan"
The Rocket from Calabuch,"comedi professor hamilton, a naiv nuclear scientist who onc thought bomb were good for humanity, realiz hi mistak and run away from hi inventions. he hide in calabuch, a beauti seasid town where peopl still believ in humor and friendship. lui garcía berlanga edmund gwenn valentina cortes juan calvo franco fabrizi"
Come Blow Your Horn,drama comedi romanc new york jewish famili the stori of a young man' decis to leav the home of hi parent for the bachelor pad of hi older brother who lead a swing '60 lifestyle. bud yorkin frank sinatra lee j. cobb molli picon toni bill
Susan Slept Here,"comedi drama screenwrit writer' block base on play or music christma eve suffer from a case of writer' block, screenwrit dick powel and hi witti gofer, alvi moore, get an unexpect visit from hi cop friend on christma eve. know powel is work on an upcom juvenil delinqu script, hi cop friend bring by hi latest juvenil delinquent, debbi reynolds, to entrust with powel for the holiday think she will inspir sever new stori line for powell' script in the process as well as provid a place for reynold to spend the holiday outsid of juvi hall. all plan go awri when reynold insert herself between powel and hi fiance, ann frances, steal him away all for herself in thi may-decemb comed love affair. frank tashlin dick powel debbi reynold ann franci glenda farrel"
I'm Still Here,"music comedi drama duringcreditssting i'm still here is a portray of a tumultu year in the life of actor joaquin phoenix. with remark access, the documentari follow the oscar-nomine as he announc hi retir from a success film career in the fall of 2008 and set off to reinvent himself as a hip-hop musician. the film is a portrait of an artist at a crossroad and explor notion of courag and creativ reinvention, as well as the ramif of a life spent in the public eye. casey affleck joaquin phoenix sean penn bruce willi danni devito"
Saratoga Trunk,drama romanc reveng gambler creol an opportunist texa gambler and the exil creol daughter of an aristocrat famili join forc to achiev justic from the societi that ha ostrac them. sam wood gari cooper ingrid bergman flora robson jerri austin
Girl 27,"documentari the reclus patricia dougla come out of hide to discuss the 1937 mgm scandal, in which the power film studio trick her and over 100 other underag girl into attend a stag party, where she wa raped. david stenn"
"Patrik, Age 1.5","drama comedi gay adopt woman director göran and sven have been clear for adopt and they have a possibl to adopt a swedish orphan, patrik 1,5. but when patrik arriv he turn out to be someon else, not the littl boy they were expecting. a comma had been misplaced, and in come a 15-year-old homophob with a crimin past. ella lemhagen gustaf skarsgård torkel petersson tom ljungman annika hallin"
Flipped,"romanc drama shyness base on novel unrequit love neighbor famili relationship first crush young love opposit attract adolesc boy base on young adult novel when juli meet bryce in the second grade, she know it' true love. after spend six year tri to convinc bryce the same, she' readi to give up - until he start to reconsider. rob reiner madelin carrol callan mcauliff rebecca de mornay anthoni edward"
Hubble 3D,"documentari space imax space shuttl woman director 3d through the power of imax® 3d, hubbl 3d will enabl movie-go to journey through distant galaxi to explor the grandeur and mysteri of our celesti surroundings, and accompani space-walk astronaut as they attempt the most difficult and import task in nasa’ history. the film will offer an inspir and uniqu look into the hubbl space telescope’ legaci and highlight it profound impact on the way we view the univers and ourselves. narrat by leonardo dicaprio, hubbl 3d reunit the space station 3d filmmak team, led by producer/director toni myers. jame neihouse, director of photography, also doubl as the astronaut crew trainer. judi carrol is associ producer, and graem ferguson, co-found of imax and pioneer produc of mani imax space films, is execut producer. hubbl 3d is an imax and warner bros. pictur production, in cooper with nation aeronaut and space administr (nasa). toni myer leonardo dicaprio"
Wall Street: Money Never Sleeps,"drama crime duringcreditssting as the global economi teeter on the brink of disaster, a young wall street trader partner with disgrac former wall street corpor raider gordon gekko on a two tier mission: to alert the financi commun to the come doom, and to find out who wa respons for the death of the young trader' mentor. oliv stone michael dougla shia labeouf josh brolin carey mulligan"
Phaedra,"drama greec tragedi a retel of the greek myth of phaedra. in modern greece, alexis' father, an extrem wealthi ship magnate, marri the younger, fieri phaedra. when alexi meet hi stepmother, spark fli and the two begin an affair. what will the fate bring thi family? alexis' roadster and the music of bach figur in the conclusion. jule dassin melina mercouri anthoni perkin raf vallon elizabeth erci"
Tumbledown,"tv movi drama war the film centr on the experi of robert lawrenc mc (play by colin firth), an offic of the scot guard dure the falkland war of 1982. while fight at the battl of mount tumbledown, lawrenc is shot in the head by an argentin sniper, and left paralys on hi left side. he then must learn to adjust to hi new disability. richard eyr colin firth paul rhi paul rhi david calder"
Buster Keaton: A Hard Act to Follow,"comedi documentari film director comedian biographi film histori silent film a seri about the life, career and work of the movi comedi genius. kevin brownlow david gill buster keaton lindsay anderson eleanor keaton jame karen"
Mister Buddwing,"drama mysteri amnesia an amnesiac wander the street of manhattan, tri to solv the mysteri of who he is. delbert mann jame garner jean simmon suzann pleshett katharin ross"
Legend of the Guardians: The Owls of Ga'Hoole,"anim adventur famili fantasi owl soren, a young barn owl, is kidnap by owl of st. aggie's, ostens an orphanage, where owlet are brainwash into becom soldiers. he and hi new friend escap to the island of ga'hoole, to assist it noble, wise owl who fight the armi be creat by the wick ruler of st. aggie's. the film is base on the first three book in the series. zack snyder emili barclay abbi cornish essi davi joel edgerton"
Cats & Dogs 2 : The Revenge of Kitty Galore,comedi famili tortur aftercreditssting duringcreditssting 3d the ongo war between the canin and felin speci is put on hold when they join forc to thwart a rogu cat spi with her own sinist plan for conquest. brad peyton jame marsden nick nolt christina appleg bett midler
What's the Matter with Helen?,"crime drama horror hollywood two middle-ag women move to hollywood, california after their son are convict of a notori murder and open a danc school for children eager to tap their way to stardom. curti harrington debbi reynold shelley winter denni weaver micheál macliammóir"
Rhapsody in Blue,drama romanc music biographi fiction biographi of georg gershwin and hi fight to bring seriou music to broadway. irv rapper robert alda joan lesli alexi smith charl coburn
Broadway Melody of 1936,"music romanc music broadway lovely, gift iren foster hope that her childhood sweetheart-turn broadway produc robert gordon will recogn her--and her talent. gordon is too busi spar with a dirt-dish gossip columnist to notice, but hi wisecracking, heart-of-gold secretari certainli does. she and iren must use their wit to show him what he' missing! w.s. van dyke roy del ruth jack benni eleanor powel robert taylor una merkel"
Boy on a Dolphin,"romanc adventur drama dive dolphin greek phaedra is a poor spong diver on the love greek isl of hydra. while diving, she discov an ancient brass and gold statur of a boy ride a dolphin, which is said to have the magic power to grant wishes. her shiftless boyfriend want to sell it to an unscrupul art collector, but phaedra want to give it to anthropologist jim calder, who would return it to the greek government. jean negulesco alan ladd sophia loren clifton webb alex minoti"
Lone Wolf and Cub: White Heaven in Hell,"action foreign japan assassin samurai in the sixth and final film of the lone wolf and cub series, the final conflict between ogami itto and the yagyu clan is carri out. yoshiyuki kuroda tomisaburō wakayama akihiro tomikawa junko hitomi goro mutsumi"
Lone Wolf and Cub: Baby Cart in the Land of Demons,"action japan assassin samurai in the fifth film of the lone wolf and cub series, ogami itto is challeng by five warriors, each ha one fifth of ogami' assassin fee and one fifth of the inform he need to complet hi assassination. kenji misumi tomisaburō wakayama michiyo ohkusu akihiro tomikawa shingo yamashiro"
The Missing Person,"comedi drama mysteri thriller detect independ film train alcohol miss person privat detect john rosow is hire to tail a man on a train from chicago to lo angeles. rosow gradual uncov the man' ident as a miss person; one of the thousand presum dead after the 9/11 terrorist attack on the world trade center. persuad by a larg reward, rosow is charg with bring the miss person back to hi wife in new york city. noah buschel michael shannon ami ryan frank wood linda emond"
Amigo,"drama histori war ambush rebel rain villag arrest friendship gun battl soldier american rafael, a villag mayor caught in the murder crossfir of the philippine-american war. when u.s. troop occupi hi village, rafael come under pressur from a tough-as-nail offic to help the american in their hunt for filipino guerilla fighters. but rafael' brother is the head of the local guerillas, and consid anyon who cooper with the american to be a traitor. rafael quickli find himself forc to make the impossible, potenti deadli decis face by ordinari civilian in an occupi country. john sayl chri cooper dj quall garret dillahunt yul vazquez"
"Edward, My Son","drama busi man marriag death of son follow the death of hi onli son, a ruthless businessman reflect on hi life, hi unhappi marriag and hi question parent skills. releas in 1949, star spencer traci and deborah kerr. georg cukor spencer traci deborah kerr ian hunter jame donald"
Beneath the 12-Mile Reef,"adventur florida reef mike and toni petraki are a greek father and son team who dive for spong off the coast of florida. after they are rob by crooks, arnold and the rhi brothers, mike decid to take hi men to the danger 12-mile reef to dive for more sponges. mike suffer a fatal accid when he fall from the reef leav toni to carri on the business. but now he ha a companion, gwyneth rhys. robert d. webb robert wagner terri moor gilbert roland j. carrol naish"
The Oscar,drama award snotti hollywood actor becom even more full of himself after he' nomin for best actor at the academi awards. russel rous stephen boyd elk sommer milton berl eleanor parker
The Big Risk,"thriller romanc friend fugit polic chase crimin french noir on crowd milan streets, two men execut a split-second payrol heist-in broad daylight-then begin a lightning-pac getaway, via everi convey available. but after all, when a tough guy' return to franc (where he' been sentenc to death in absentia) after hole up in itali for nearli a decade, he' got to have some startup money--particularli if he' go back with the wife and kids. claud sautet lino ventura sandra milo jean-paul belmondo marcel dalio"
Monga,"thriller set in the 1980's, “monga” center around five boy (mosquito, monk, dragon, white monkey and a-lan) who join the ""gang of princes"" who are tire of be push around. as the ""gang of princes"" rise in stature, they come into conflict with other gang jealou of their rise power. doze niu cheng-ts mark chao ethan juan ma ju-lung ko chia-yen"
Killing Kasztner,"war documentari histori holocaust how much should you negoti with the enemy? in israel, the debat over that question evok furi to the point of assassination. such wa the case of kasztner. dr israel (rezso) kasztner, a hungarian jew who tri to rescu the last million jew of europ by negoti face to face with nazi leader adolf eichmann, wa gun down by anoth jew who never set foot in nazi europe. after 50 years, hi assassin ze'ev eckstein break hi silenc on the fate night he shot and kill kasztner. (storyville) gaylen ross"
It's Kind of a Funny Story,comedi drama suicid depress independ film come of age teen movi teenag psychiatr ward woman director base on young adult novel a clinic depress teenag get a new start after he check himself into an adult psychiatr ward. ryan fleck anna boden keir gilchrist emma robert zach galifianaki viola davi
Mudhoney,"drama sex base on novel depress prohibit nuditi murder in thi depression-era tale, calef is travel from michigan to california and stop in spooner, missouri, where lute hire him for odd jobs. calef get involv with lute' niece, hannah. but she is marri to sidney, a wife-b drunk who hope to inherit hi uncle-in-law' money. sidney and an eccentr preacher plot against calef, who find it difficult to conceal hi mysteri past and hi grow affect for sidney' wife. russ meyer hal hopper antoinett cristiani john furlong rena horten"
Entre Nos,"drama foreign woman director abruptli abandon by her husband in a countri complet foreign to her, colombian nativ mariana (paola mendoza) struggl to take care of herself and her two young children on the unforgiv street of new york city. sebastian villada, laura montana and anthoni chisholm also star in thi gritti independ drama jointli written and direct by mendoza and her collabor gloria la morte. paola mendoza gloria la mort paola mendoza sebastian villada laura montana anthoni chisholm"
Just Like Us,"the director take us on a hilari tour from dubai to beirut, riyadh to new york with a gaggl of other stand-up talent. along the way, taboo of cultur and geopolit are exploded, and a younger gener of both comedi talent and audienc is born. ahm ahm"
Abel,"comedi foreign mama' boy cowardli an extrem weird comedi about the life of 31- year-old abel, who ha never left home. after fail with doctor and psychiatrists, abel' father victor bring home christine, a friend, in an attempt to teach abel basic social skills. after that troubl start and abel is thrown out into the street. alex van warmerdam alex van warmerdam henri garcin olga zuiderhoek annet malherb"
Kanchenjungha,"drama famili vacat play out in real time, sever complex famili drama intersect in the landscap of the himalayan foothills, allow the bengali auteur to examin the class and gener differ of postcoloni india while celebr the hope of a societi in transition. satyajit ray chhabi biswa karuna bannerje pahadi sanyal anil chatterje"
The Jolly Boys' Last Stand,"comedi foreign independ film the stori revolv around a group of ""lads"". the ""leader"" of thi group of twenti someth start to head away the group' usual juvenil direct and head into career and marriag pursuits. the best man decid to creat a video of the friend as a wed present. in realiti the video is suppos to help bring the leader back into the fold."
The Squaw Man,"western england silent film earl blame for th theft of an orphan fund, captain jame wynneg flee to the west where he make a new life with the indian woman nat-u-rich cecil b. demil dustin farnum monro salisburi winifr kingston red wing"
Middle Men,"drama comedi crime corrupt pornographi texa nightclub nuditi russian stripper websit decept murder wealth mafia money true mobster internet pistol explos drug addict fire chronicl jack harris, one of the pioneer of internet commerce, as he wrestl with hi moral and struggl not to drown in a sea of conmen, mobsters, drug addicts, and pornstars. georg gallo luke wilson giovanni ribisi gabriel macht jame caan"
(Untitled),"drama comedi romanc a fashion contemporari art gallerist in chelsea, new york fall for a brood new music compos in thi comic satir of the state of contemporari art. jonathan parker adam goldberg marley shelton eion bailey luci punch"
The Paper Will Be Blue,"drama action thriller war foreign out of enthusiasm, a militia soldier abandon hi platoon and decid to fight for the caus of the revolution. hi lieuten and the rest of the crew look for him dure the confus night of 22-23 decemb 1989. radu muntean paul ipat adi carauleanu dragoș bucur tudor istodor"
Ricky,"fantasi drama scienc fiction foreign when kati meet paco they fall in love. from thi an extraordinari child is born; ricky, who quickli develop into someth wonder and not so normal. françoi ozon sergi lópez alexandra lami mélusin mayanc arthur peyret"
The Poughkeepsie Tapes,"horror thriller pedophilia mask suffer snuff sadism mysteri man serial killer mockumentari brainwash tortur sadist violenc slave mask man macabr found footag torment mysteri killer when hundr of videotap show torture, murder and dismember are found in an abandon house, they reveal a serial killer' decade-long reign of terror and becom the most disturb collect of evid homicid detect have ever seen. john erick dowdl staci chboski ben messmer ivar brogger samantha robson"
The Eighth Day,"drama famili base on novel friendship children first love children as real human individu with the difficulti thi involves. anna and peiter are 11 year old. peiter' parent are divorced. onli for one week a year doe he live with hi father, on the same island as anna. the children have been friend for years. but thi year (becaus of begin puberty?) they have difficulti in get in real touch. day after day they fail. - outsid a café peiter boast that he can do everything. anna tell him to fetch the thing she is think of. he goe inside, ask a guest to rise and bring hi chair to anna. thi wa inde the right thing, and thi chair will re-appear in other scenes. anoth day peiter boast that he is not afraid of be lock up in a desol tower for a few hours. anna close the lock on the outside. but her parent prevent her from go out again and peiter remain alon in the tower for the entir night. -final all seven day have gone and the gap that prevent full contact is still not closed. ander grönro susanna rådö benni fehér mimmo wåhlander lar ambl"
The Last Letter,"drama lock away in the jewish ghetto of an occupi ukrainian town in 1941, a mother revisit her life in a last letter to her son. frederick wiseman catherin sami"
Tree Without Leaves,"japanes drama asian haru, an age scriptwriter, ha isol himself somewher in the wood of nagano to work on hi first novel. as the last surviv member of hi kin, he intend to chronicl the famili he grew up in. kaneto shindô nobuko otowa ichirô zaitsu meiko kaji koto hatsui"
Remote Control,comedi drama kidnap rescu gangster jewel thief a radio announc get caught up with a fake clairvoy and hi gang of thieves. nick grind edward sedgwick malcolm st. clair william hain mari doran john miljan polli moran
Alice in Wonderland,"action adventur famili fantasi scienc fiction alic in wonderland on a bore winter afternoon, alic dreams, that she' visit the land behind the mirror. thi turn out to be a surrealist nightmare, with all sort of strang thing happen to her, like chang her size or play croquet with flamingos. norman z. mcleod charlott henri richard arlen rosco ate william austin"
Hardcore,"crime drama lesbian relationship prostitut leav behind a hard life with their families, two young girl end up in a brothel, fall in love and support one anoth against the advers and violenc of the night. denni iliadi katerina tsaval danai skiadi ioanni papazisi omiro poulaki"
The Crimson Wing: Mystery of the Flamingos,"documentari in a remot and forgotten wilderness, one of nature' last great mysteri unfolds: the birth, life and death of a million crimson-wing flamingos. against a dramat backdrop of never-befor film landscapes, these secret bird struggl to surviv and prevail over danger and fate. thi inspir story, set in the extraordinari 'otherworld' of lake natron in northern tanzania, the cradl of humankind, remind us: here on earth is a univers wait to be discovered. matthew aeberhard leander ward mariella frostrup zabou breitman karolin herfurth"
Saint John of Las Vegas,comedi independ film aftercreditssting an ex-gambl is lure back into the game by a veteran insurance-fraud investigator. hue rhode steve buscemi romani malco tim blake nelson sarah silverman
Tamara Drewe,"comedi romanc countrysid journalist villag romanc newpap a young newspap writer return to her hometown in the english countryside, where her childhood home is be prep for sale. stephen frear gemma arterton roger allam bill camp domin cooper"
Tere Naam,"romanc thriller lower cast radhey mohan is a no good slacker, who is alway pick fight and get himself and hi friend in trouble. one day he see upper cast nirjala, and is instantli attract to her. when nirjala come to know about him, she is also attract to him. the problem aris when marriag is propos with radhey, as nirjala' famili with have noth to do with a lower cast groom, and they arrang nirjala' marriag with rameshwar, a young man from their caste. radhey is arrest and imprison in a prison for the mental unstable, where is chain to a wall, while nirjala must undergo prepar to get marri to rameshwar. satish kaushik salman khan bhumika chawla mahima chaudhri sachin khedekar"
Every Day,"drama comedi romanc prom gay son co-work recit ned (liev schreiber) is in the throe of a mid-lif crisis. hi work as a writer on an outrageous, semi-pornograph tv show is less than satisfying. hi fifteen year old son ha just told him he is gay and hi eleven year old is afraid of, well pretti much everything. when hi wife, jeanni (helen hunt), move her sick and embitt father (brian dennehy) from detroit into their home in ny, it put ad stress on an alreadi strain marriage. and when a sexi femal co-work (carla gugino) put the move on ned, the temptat send him spiraling. everi day is about one family' struggl to surviv the unexpect curve-bal that are simpli part of real life; age and death; commit and freedom; love and acceptance. it' an uncompromis look at an ordinari famili make an extraordinari journey toward themselv and toward each other. richard levin carla gugino liev schreiber helen hunt brian dennehi"
Red Canyon,"action horror thriller sheriff cave drug dealer utah marijuana dog held captiv bound and gag meth lab small town sheriff attack by a dog badland in red canyon, regina and devon return to their famili home in the badland of utah to face the memori of a brutal attack - and put it behind them. but in come home they awaken a kill rage in a town where everyon ha tie that bind. giovanni rodríguez christin lakin tim draxl kati maguir norman reedu"
Loving Leah,"drama romanc a handsom washington, d.c. doctor and a young new york woman fall in love at an unusu time...aft they get married. leah lever is marri to an orthodox rabbi, benjamin lever, whose brother, jake is a success cardiologist and a non-pract jew. jake is stun when benjamin die suddenly, but not as stun as when he is told that, under an ancient jewish law, he is expect to marri the childless leah to carri on benjamin' name. jeff bleckner lauren ambros adam kaufman susi essman harri yulin"
Southbounders,"a young woman attempt a ""thru-hike"" of the appalachian trail, the 2,170 mile footpath wander the length of the atlant seaboard from main to georgia. ami cale peterson scott speiser"
"Thank You, Mr. Moto","mysteri thriller crime drama radio seri mr. moto mr. moto head to china on a quest for seven ancient scroll that reveal the locat of genghi khan' tomb—a crypt fill with fabul treasure! but moto isn't the onli one stalk the scrolls—so is a shadowi band of thieves. but when hi ruthless rival go too far, the mild-mann detective' quest for antiqu becom a passion for vengeance—becaus if he can't bring these villain to justice... he'll bring them to their knees. norman foster peter lorr thoma beck paulin frederick jayn regan"
West Point,"drama silent film west point wealthi brice wayn enter west point and, though he doe well on the footbal field, anger fellow cadet with hi arrogance. edward sedgwick william hain joan crawford william bakewel neil neeli"
Red Bear,"crime drama thriller bear ha never gotten over the separ from hi wife and daughter after have been convict for arm robberi and homicid and sent to prison. now he is out, to final get hi cut of the money and reunit with hi family, or at least aveng the damag done. adrián caetano julio chávez soledad villamil"
The Night Strangler,"tv movi horror mysteri crime after be run out of la vegas, kolchak head for seattl and anoth report job with the local paper. it' not long befor he is on the trail of anoth string of bizarr murders. it seem that everi 21 years, for the past century, a killer kill a certain number of people, drain them of their blood and then disappear into the night. kolchak is on hi trail, but can he stop him? dan curti darren mcgavin jo ann pflug simon oakland scott bradi"
Twilight's Last Gleaming,"thriller nuclear threat militari silo a renegad usaf general, lawrenc dell, escap from a militari prison and take over an icbm silo near montana and threaten to provok world war 3 unless the presid reveal detail of a secret meet held just after the start of the vietnam war between dell and the then president' most trust advisors. robert aldrich burt lancast rosco lee brown charl durn joseph cotten"
Effi Briest,"histori drama berlin adulteri age differ becom an adult way of life life plan naiveti northern germani duel singl father baltic sea a german-mad film base on one of the most famou german novel by theodor fontane. effi briest (hanna schygulla) is a social ambitious, 17-year-old german girl who accept a propos of marriag from baron geert von instetten, a much older diplomat. unfortunately, neither the baron' famili nor anyon in the seclud town she now call home accept effi as an equal. starv for companionship, effi begin an innoc friendship with a well-known woman that may jeopard her posit as the baron' wife. rainer werner fassbind hanna schygulla wolfgang schenck ulli lommel lilo pempeit"
Dark Night of the Scarecrow,"horror mysteri tv movi grave scarecrow cover-up reveng execut dog cult film farmer pitchfork lynch mob bubba, an intellectu disabl man, is fals accus of attack a young girl. disguis as a scarecrow, he hide in a cornfield, onli to be hunt down and shot by four vigilant men. after they are acquit due to lack of evidence, the men find themselv be stalk by a mysteri scarecrow. frank de felitta larri drake charl durn robert f. lyon claud earl jone"
Remarkable Power,"comedi independ film a late night talk show host mastermind an elabor scheme to save hi cancel show and aveng hi wife' affair, entangl an eclect collect of tinsel towner in the process. brandon beckner whitney abl tom arnold jordan belfi sandra hess"
My Girlfriend's Boyfriend,"comedi base on novel commerci brother sister relationship secret kiss literari agent writer divorc woman lead man when ethan (christoph gorham) arriv at the airport just in time to declar hi undi love for hi girlfriend, love appear to have conquer all. the scene, however, is realli the end of ethan' novel, which hi agent (carol kane) call ""unrealistic."" ethan soon meet a waitress, jess (alyssa milano), and fall in love with her despit her grow devot to troy (michael landes), a charm businessman. but the line between realiti and fiction becom increasingli blurred. daryn tuft alyssa milano christoph gorham michael land tom lenk"
Shadows,"mysteri drama thriller horror dream car crash a success young doctor with a beauti wife, a happi child, and a comfort hous find hi life suddenli chang in way he never thought possibl after be injur in a seriou car accident. to the outsid eye lazar perkov ha everyth -- inde hi friend and colleagu have even gone so far as to christen him with the nicknam ""lucky."" but appear can sometim be... milčo mančevski borc nacev vesna stanojevska sabina ajrula salaetin bilal"
Brown of Harvard,"drama romanc tom brown show up at harvard, confid and a bit arrogant. he becom a rival of bob mcandrew, not onli in footbal and row crew, but also for the affect of mari abbott, a professor' daughter. jack conway william hain jack pickford mari brian ralph bushman"
Let Me In,drama horror mysteri vampir child vampir remak bulli young boy bite dead boy hammer horror 1980 a bulli young boy befriend a young femal vampir who live in secreci with her guardian. a remak of the movi “let the right one in” which wa an adapt of a book. matt reev kodi smit-mcphe chloë grace moretz richard jenkin elia kotea
Sintel,"anim fantasi pet dragon a wander warrior find an unlik friend in the form of a young dragon. the two develop a close bond, until one day the dragon is snatch away. she then set out on a relentless quest to reclaim her friend, find in the end that her quest exact a far greater price than she had ever imagined. colin levi halina reijn thom hoffman"
Big Buck Bunny,"anim comedi repay bunni mob follow a day of the life of big buck bunni when he meet three bulli rodents: frank, rinky, and gamera. the rodent amus themselv by harass helpless creatur by throw fruits, nut and rock at them. after the death of two of bunny' favorit butterflies, and an offens attack on bunni himself, bunni set asid hi gentl natur and orchestr a complex plan for revenge. sacha goedegebur"
Secretariat,"drama hors race horseback ride biographi housewif and mother penni cheneri agre to take over her ail father' virginia-bas meadow stables, despit her lack of horse-rac knowledge. against all odds, cheneri - with the help of veteran trainer lucien laurin - manag to navig the male-domin business, ultim foster the first tripl crown winner in 25 years. randal wallac dian lane john malkovich scott glenn dylan walsh"
Lake Mungo,"horror thriller supernatur drama 16 year old alic palmer drown in a local dam. when her bodi is recov and, her griev famili buri her. the famili experi a seri of strange, inexplic event center in and around their home. unsettled, the palmer seek the help of psychic and parapsychologist, ray kemeny. ray discov that alic led a secret, doubl life. at lake mungo, alice' secret past emerges. joel anderson talia zucker rosi traynor david pledger martin sharp"
Devil,horror mysteri thriller claustrophobia trap in an elev a group of peopl trap in a elev realiz that the devil is among them. john erick dowdl chri messina jacob varga bojana novaković logan marshall-green
Looking for Cheyenne,"romanc lesbian relationship homosexu lesbian cheyenne, a journalist, decid to leav pari after be laid off and to settl down in the middl of nowhere, far from the societi she hates.th troubl is that she leav sonia, her true love, behind. the latter, a teacher who love her job, refus to give up everyth -includ her comfort- to follow her. sonia make all the effort in the world to forget cheyenne, whether in the arm of pierre, a charm anarchist, or in those of béatrice, a gay woman who soon prove pervers and dangerous, onli to realiz that her heart belong to cheyenn and nobodi else. if cheyenn doe not come back, sonia feel life is not worth live ani longer... written by guy bellingerew found. valéri minetto mila dekker aurélia petit malik zidi luc leclerc du sablon"
You Again,"comedi romanc brother sister relationship marriag bulli duringcreditssting histori -- make that high school -- may repeat itself when marni learn that joanna, the mean girl from her past, is set to be her sister-in-law. befor the wed bell toll, marni must show her brother that a tiger doesn't chang it stripes. on marni' side is her mother, while joanna' back by her wealthi aunt. andi fickman kristen bell sigourney weaver betti white kristin chenoweth"
Life As We Know It,"comedi romanc drama babi godmoth death of a friend romant comedi parenthood orphan godfath co-par legal guardian after a distastr first date for cater holli and network sport director messer, all they have is common is a dislik for each other and their love for their goddaught sophie. but when they suddenli becom all sophi ha in thi world, holli and messer must set their differ aside. juggl career and social calendars, they'll have to find common ground while live under the same roof. greg berlanti katherin heigl josh duhamel josh luca christina hendrick"
Catfish,"documentari aftercreditssting nev, a 24-year-old new york-bas photographer, ha no idea what he' in for when abby, an eight-year-old girl from rural michigan, contact him on facebook, seek permiss to paint one of hi photographs. when he receiv her remark painting, nev begin a friendship and correspond with abby' family. but thing realli get interest when he develop a cyber-rom with abby' attract older sister, megan, a musician and model. prompt by some startl revel about megan, nev and hi buddi embark on a road trip in search of the truth. henri joost ariel schulman megan faccio melodi c. roscher ariel schulman angela wesselman-pierc"
You Will Meet a Tall Dark Stranger,"comedi drama romanc two marri coupl find onli troubl and heartach as their complic live unfold. after 40 year of marriage, alfi leav hi wife to pursu what he think is happi with a call girl. hi wife, helena, reel from abandonment, decid to follow the advic of a psychic. sally, the daughter of alfi and helena, is unhappi in her marriag and develop a crush on her boss, while her husband, roy, fall for a woman engag to be married. woodi allen gemma jone anthoni hopkin naomi watt josh brolin"
Collision,"documentari drama christian last judgment bibl religion and supernatur clergyman atheist god collis carv a new path in documentari film-mak as it pit lead atheist, polit journalist and bestsel author christoph hitchen against fellow author, satirist and evangel theologian dougla wilson, as they go on the road to exchang blow over the question: ""i christian good for the world?"". the two contrarian laugh, confid and argue, in public and in private, as they journey through three cities. and the film captur it all. the result is a magnet conflict, a character-driven narr that sparkl cinemat with a perfect match of arrest person and intellectu rivalry. collis is direct by prolif independ filmmak darren doan (van morrison: astral week live at the hollywood bowl, the battl for l.a., godmoney). darren doan dougla wilson christoph hitchen"
Dark House,horror thriller haunt hous a troup of actor hire for a haunt hous attract soon find that they are work in a true hous of horror. darin scott jeffrey comb meghan ori dian saling matt cohen
